H2J0  1062.8821370 0.017895200 1.536E9
H2J5  1061.6972330 0.012605900 1.450E9
H2J4  1060.5810310 0.009793640 1.450E9
H2J6  1058.3183800 0.011112200 1.370E9
H2J4  1057.3807430 0.012937200 1.450E9
H2J3  1056.4714360 0.009555670 1.450E9
H2J6  1053.9987370 0.015004500 1.370E9
H2J3  1053.9760970 0.013356900 1.450E9
H2J2  1053.2842650 0.009022230 1.450E9
H2J5  1052.4970070 0.011079400 1.370E9
H2J2  1051.4985730 0.014030300 1.450E9
H2J7  1051.0715340 0.010486600 1.200E9
H2J1  1051.0325270 0.007601530 1.450E9
H2J1  1049.9597630 0.015549400 1.450E9
H2J0  1049.3674390 0.023192900 1.450E9
H2J5  1048.8299460 0.015227700 1.370E9
H2J4  1047.5518740 0.010990200 1.370E9
H2J6  1045.8043040 0.011304600 1.300E9
H2J4  1044.5432630 0.015483900 1.370E9
H2J3  1043.5031940 0.010767200 1.370E9
H2J6  1041.7328170 0.016844300 1.300E9
H2J3  1041.1589170 0.015846400 1.370E9
H2J2  1040.3673280 0.010222800 1.370E9
H2J5  1040.0586820 0.011303400 1.300E9
H2J7  1039.7737040 0.000633991 1.180E9
H2J7  1039.2104170 0.023255000 1.140E9
H2J2  1038.6902670 0.016503000 1.370E9
H2J1  1038.1571330 0.008660570 1.370E9
H2J1  1037.1499220 0.018134200 1.370E9
H2J5  1036.6045700 0.016965200 1.300E9
H2J0  1036.5458060 0.026833700 1.370E9
H2J7  1035.4266790 0.023945700 1.180E9
H2J4  1035.1825100 0.011265700 1.300E9
H2J6  1033.9178400 0.010460600 1.200E9
H2J4  1032.3509570 0.017120300 1.300E9
H2J3  1031.1926020 0.011110200 1.300E9
H2J6  1030.0735750 0.017934000 1.200E9
H2J3  1028.9855770 0.017388400 1.300E9
H2J7  1028.4113760 0.008758610 1.070E9
H2J5  1028.2474910 0.010468400 1.200E9
H2J2  1028.1060910 0.010629800 1.300E9
H2J2  1026.5280830 0.017965600 1.300E9
H2J1  1025.9351690 0.009094300 1.300E9
H2J5  1024.9894370 0.018009300 1.200E9
H2J1  1024.9879030 0.019575200 1.300E9
H2J6  1024.7339630 0.011960900 1.180E9
H2J0  1024.3739540 0.028708500 1.300E9
H2J4  1023.4368010 0.010492400 1.200E9
H2J6  1022.5859160 0.012559200 1.140E9
H2J6  1021.2094580 0.023905100 1.180E9
H2J5  1020.7991530 0.012745400 1.180E9
H2J4  1020.7666500 0.018135800 1.200E9
H2J3  1019.5022370 0.010475800 1.200E9
H2J6  1019.0189290 0.020495100 1.140E9
H2J7  1017.9765190 0.003739930 1.030E9
H2J5  1017.8319990 0.023887100 1.180E9
H2J3  1017.4231480 0.018384500 1.200E9
H2J4  1017.3855380 0.012276600 1.180E9
H2J5  1017.0042950 0.011220200 1.140E9
H2J6  1016.7432810 0.005700760 1.180E9
H2J2  1016.4612480 0.010232300 1.200E9
H2J7  1015.7496760 0.027070300 1.159E9
H2J4  1014.9800600 0.023861700 1.180E9
H2J2  1014.9768460 0.018936500 1.200E9
H2J3  1014.5042250 0.011105000 1.180E9
H2J1  1014.3272400 0.008982220 1.200E9
H2J5  1014.2424900 0.022917500 1.180E9
H2J5  1013.7065180 0.001160130 1.140E9
H2J1  1013.4370090 0.020504300 1.200E9
H2J0  1012.8130270 0.029702000 1.200E9
H2J3  1012.6795790 0.023830400 1.180E9
H2J4  1012.2624210 0.010754400 1.140E9
H2J2  1012.1694240 0.008783870 1.180E9
H2J7  1012.1345520 0.036715400 1.159E9
H2J6  1011.8712330 0.008645030 1.070E9
H2J4  1011.8139090 0.011877400 1.180E9
H2J2  1010.9384450 0.023809800 1.180E9
H2J3  1010.1302530 0.011181300 1.180E9
H2J1  1009.7708760 0.023800700 1.180E9
H2J4  1009.7196320 0.014108100 1.140E9
H2J2  1009.0249210 0.011663600 1.180E9
H2J0  1008.5519150 0.015349300 1.180E9
H2J1  1008.4981810 0.012872200 1.180E9
H2J6  1008.4289130 0.016407200 1.070E9
H2J3  1008.3861530 0.010429300 1.140E9
H2J3  1006.4141590 0.015714300 1.140E9
H2J5  1006.3431850 0.008633410 1.070E9
H2J2  1005.3932010 0.009910710 1.140E9
H2J2  1003.9854510 0.016616100 1.140E9
H2J5  1003.4284040 0.016497800 1.070E9
H2J1  1003.2966220 0.008465990 1.140E9
H2J1  1002.4520980 0.018231700 1.140E9
H2J6  1001.9117080 0.000262827 1.030E9
H2J0  1001.8238700 0.026767900 1.140E9
H2J4  1001.6557330 0.008691160 1.070E9
H2J6  1001.2081180 0.030534900 1.159E9
H2J4   999.2715011 0.016560300 1.070E9
H2J6   998.4283340 0.017881900 1.030E9
H2J6   998.3339404 0.036667400 1.159E9
H2J7   998.1118319 0.007129530 9.870E8
H2J3   997.8271764 0.008760950 1.070E9
H2J5   997.6413693 0.015193800 1.159E9
H2J5   996.1247192 0.012743300 1.030E9
H2J3   995.9727840 0.016686300 1.070E9
H2J5   994.9243833 0.036610400 1.159E9
H2J2   994.8740844 0.008659180 1.070E9
H2J7   994.4540985 0.022760400 1.159E9
H2J6   994.2604921 0.011534500 1.159E9
H2J4   994.2299329 0.017000700 1.159E9
H2J2   993.5506146 0.017043200 1.070E9
H2J5   993.4919225 0.020163400 1.030E9
H2J1   992.8096752 0.007698850 1.070E9
H2J4   992.0507667 0.036561500 1.159E9
H2J1   992.0163713 0.018259800 1.070E9
H2J6   991.9157478 0.006830920 9.870E8
H2J4   991.5338536 0.009919570 1.030E9
H2J3   991.3804624 0.015998600 1.159E9
H2J0   991.3789095 0.026124200 1.070E9
H2J5   991.3708012 0.009448330 1.159E9
H2J7   991.1634508 0.035310700 1.139E9
H2J3   989.7292921 0.036522700 1.159E9
H2J4   989.5572714 0.031076600 1.030E9
H2J7   989.3198666 0.005959540 9.120E8
H2J2   989.0883868 0.012926100 1.159E9
H2J4   988.8709203 0.000740979 1.159E9
H2J7   988.8383291 0.003580140 9.480E8
H2J6   988.8135132 0.012214900 9.870E8
H2J2   987.9744540 0.036495800 1.159E9
H2J3   987.7688241 0.008927930 1.030E9
H2J3   987.4486293 0.020784700 1.159E9
H2J1   986.7980045 0.036467300 1.159E9
H2J5   986.5207361 0.006714920 9.870E8
H2J2   986.2440650 0.019522400 1.159E9
H2J3   985.9627886 0.008276550 1.030E9
H2J1   985.6442686 0.020708000 1.159E9
H2J0   985.6337086 0.024061400 1.159E9
H2J2   984.8639800 0.008170850 1.030E9
H2J5   983.8989560 0.012620200 9.870E8
H2J2   983.5910650 0.011574100 1.030E9
H2J1   982.8353313 0.006811200 1.030E9
H2J6   982.7268268 0.002573920 9.480E8
H2J1   982.0742671 0.013644700 1.030E9
H2J4   981.9484740 0.006707670 9.870E8
H2J0   981.4387073 0.020690300 1.030E9
H2J7   980.7583740 0.002929510 8.830E8
H2J6   980.5002618 0.023747000 1.139E9
H2J4   979.8051191 0.012781500 9.870E8
H2J6   979.7613250 0.013520000 9.480E8
H2J3   978.2180385 0.006735390 9.870E8
H2J6   977.7275235 0.035241000 1.139E9
H2J5   977.4635735 0.000364005 9.480E8
H2J3   976.5528298 0.012898600 9.870E8
H2J5   976.5487606 0.025720800 1.139E9
H2J2   975.3457562 0.006643700 9.870E8
H2J7   975.3021030 0.015450300 1.121E9
H2J5   974.8864854 0.014233900 9.480E8
H2J5   974.2881746 0.035164300 1.139E9
H2J2   974.1579092 0.013153700 9.870E8
H2J6   974.0520900 0.013670900 1.139E9
H2J6   973.8285619 0.005363020 9.120E8
H2J4   973.4523388 0.008552440 1.139E9
H2J1   973.3445791 0.005899120 9.870E8
H2J4   972.6906744 0.013558600 9.480E8
H2J1   972.6327502 0.014047800 9.870E8
H2J7   972.4406148 0.005581340 8.570E8
H2J7   972.2717527 0.027801100 1.121E9
H2J0   971.9862388 0.020043000 9.870E8
H2J4   971.3896132 0.035096800 1.139E9
H2J5   971.0749686 0.012117600 1.139E9
H2J6   970.9976216 0.007114210 9.120E8
H2J4   970.8381953 0.016038900 9.480E8
H2J3   970.5633192 0.013073600 1.139E9
H2J3   969.0898425 0.008160030 9.480E8
H2J3   969.0492173 0.035040600 1.139E9
H2J4   968.6651077 0.010723600 1.139E9
H2J5   968.5566069 0.005096380 9.120E8
H2J2   968.2952162 0.011522400 1.139E9
H2J3   967.6769482 0.022760100 9.480E8
H2J2   967.2810978 0.035010900 1.139E9
H2J3   966.7803539 0.006147920 1.139E9
H2J2   966.2754971 0.006496350 9.480E8
H2J5   966.1787113 0.008324360 9.120E8
H2J1   966.0960848 0.034981200 1.139E9
H2J2   965.7954931 0.024047200 1.139E9
H2J6   965.4813947 0.002614460 8.830E8
H2J1   965.0648829 0.021925100 1.139E9
H2J2   965.0457440 0.001582920 9.480E8
H2J0   964.9839926 0.023955800 1.139E9
H2J7   964.7046128 0.002305950 8.290E8
H2J1   964.3106414 0.005028020 9.480E8
H2J4   964.0908922 0.004985460 9.120E8
H2J1   963.6080043 0.007073970 9.480E8
H2J0   962.9780025 0.013158600 9.480E8
H2J6   962.8212913 0.009358590 8.830E8
H2J4   962.1529720 0.008751050 9.120E8
H2J6   961.7037174 0.016503100 1.121E9
H2J3   960.4506358 0.004932190 9.120E8
H2J5   960.2656387 0.002244040 8.830E8
H2J6   959.1523487 0.027708300 1.121E9
H2J3   958.9466500 0.008967150 9.120E8
H2J7   958.1900204 0.006152100 1.105E9
H2J5   958.0114044 0.009616790 8.830E8
H2J5   957.8187567 0.016702900 1.121E9
H2J2   957.6522259 0.004807760 9.120E8
H2J6   957.4102089 0.004353480 8.570E8
H2J7   956.9937259 0.007699990 8.110E8
H2J2   956.5799283 0.009210980 9.120E8
H2J6   955.9774854 0.014762500 1.121E9
H2J4   955.8548301 0.001690720 8.830E8
H2J1   955.7082735 0.004227580 9.120E8
H2J5   955.6805898 0.027631400 1.121E9
H2J7   955.2620865 0.019768300 1.105E9
H2J1   955.0658243 0.009880090 9.120E8
H2J6   954.7021151 0.001142930 8.570E8
H2J4   954.4740376 0.016717300 1.121E9
H2J0   954.4132800 0.014158700 9.120E8
H2J4   954.0039129 0.010054300 8.830E8
H2J5   952.8046238 0.011660200 1.121E9
H2J4   952.7572189 0.027557800 1.121E9
H2J3   952.2741662 0.000657805 8.830E8
H2J5   952.2549629 0.003878510 8.570E8
H2J3   951.6718571 0.016993800 1.121E9
H2J3   950.8186939 0.010920800 8.830E8
H2J3   950.3977348 0.027502700 1.121E9
H2J4   950.3153560 0.010739300 1.121E9
H2J7   950.1237028 0.001800980 7.880E8
H2J5   950.0734412 0.004367620 8.570E8
H2J6   949.8399586 0.002135590 8.290E8
H2J2   949.6104503 0.001421140 1.121E9
H2J2   949.3524584 0.009282580 8.830E8
H2J2   948.6158329 0.027467100 1.121E9
H2J2   948.4712500 0.012943100 8.830E8
H2J3   948.4196654 0.010372300 1.121E9
H2J4   947.8878474 0.003654290 8.570E8
H2J1   947.5140330 0.003522350 8.830E8
H2J6   947.4337780 0.006092980 8.290E8
H2J1   947.4218846 0.027438400 1.121E9
H2J2   947.1116920 0.009937950 1.121E9
H2J1   946.9803953 0.019657800 8.830E8
H2J0   946.4255740 0.021622400 1.121E9
H2J1   946.3847487 0.008074490 1.121E9
H2J0   946.1693058 0.001339580 8.830E8
H2J4   946.1227100 0.005333990 8.570E8
H2J6   944.7832395 0.009946920 1.105E9
H2J5   944.7205196 0.002031850 8.290E8
H2J3   944.3304600 0.003524690 8.570E8
H2J7   943.5471673 0.000004715 7.730E8
H2J3   942.9642200 0.005738220 8.570E8
H2J5   942.6878676 0.006238180 8.290E8
H2J6   942.4773643 0.004006910 8.110E8
H2J6   942.4151012 0.019679500 1.105E9
H2J7   942.2336079 0.009522280 1.090E9
H2J2   941.5992145 0.003367920 8.570E8
H2J5   940.8829178 0.010547200 1.105E9
H2J2   940.6263700 0.006027920 8.570E8
H2J6   940.4915803 0.009934800 8.110E8
H2J4   940.3875416 0.001993230 8.290E8
H2J7   939.9791981 0.013319300 1.090E9
H2J1   939.7067162 0.002913820 8.570E8
H2J1   939.1242124 0.006558200 8.570E8
H2J6   939.1141847 0.002699820 1.105E9
H2J5   938.9091177 0.019599500 1.105E9
H2J4   938.7292102 0.006378000 8.290E8
H2J0   938.4677567 0.009510630 8.570E8
H2J4   937.5517552 0.010326800 1.105E9
H2J5   937.4427486 0.003082930 8.110E8
H2J3   936.8570921 0.002049890 8.290E8
H2J5   936.4662788 0.010982500 1.105E9
H2J4   935.9593845 0.019542100 1.105E9
H2J6   935.6309835 0.001654640 7.880E8
H2J3   935.5755036 0.006571530 8.290E8
H2J5   935.3235809 0.000455546 8.110E8
H2J3   934.7900641 0.009512560 1.105E9
H2J2   934.1447948 0.002239430 8.290E8
H2J4   933.7897934 0.009165900 1.105E9
H2J3   933.5779370 0.019482000 1.105E9
H2J6   933.4446149 0.003759040 7.880E8
H2J2   933.2400914 0.006886000 8.290E8
H2J4   933.1705001 0.002711100 8.110E8
H2J2   932.6046793 0.007609320 1.105E9
H2J1   932.2662080 0.002398360 8.290E8
H2J3   931.8116973 0.008745810 1.105E9
H2J2   931.7808572 0.019446100 1.105E9
H2J1   931.7328821 0.007531270 8.290E8
H2J0   931.0626416 0.010671100 8.290E8
H2J4   931.5372042 0.002529760 8.110E8
H2J5   930.6052244 0.001583860 7.880E8
H2J1   930.5770794 0.019421900 1.105E9
H2J2   930.4471842 0.008983220 1.105E9
H2J6   929.6973638 0.003019690 1.090E9
H2J3   929.6895719 0.002508270 8.110E8
H2J1   929.6883575 0.009841720 1.105E9
H2J0   929.5327194 0.011940500 1.105E9
H2J6   928.7779277 0.005625700 7.730E8
H2J5   928.7600976 0.003915570 7.880E8
H2J3   928.4374179 0.003303120 8.110E8
H2J6   927.3626167 0.013241100 1.090E9
H2J6   927.0515725 0.004989230 7.730E8
H2J2   927.0200190 0.002327540 8.110E8
H2J4   926.3546703 0.001574970 7.880E8
H2J2   926.1319303 0.003701300 8.110E8
H2J5   925.6585906 0.005818840 1.090E9
H2J1   925.1745300 0.001967200 8.110E8
H2J4   924.8482807 0.004001300 7.880E8
H2J1   924.6432574 0.004161440 8.110E8
H2J6   924.4976285 0.003830950 1.090E9
H2J0   923.9846257 0.006166710 8.110E8
H2J5   923.9616459 0.002867140 7.730E8
H2J5   923.8165363 0.013178500 1.090E9
H2J3   922.8949041 0.001618940 7.880E8
H2J5   922.4750067 0.006667060 7.730E8
H2J4   922.3060200 0.006191110 1.090E9
H2J3   921.7301590 0.004069460 7.880E8
H2J5   921.2194244 0.002169440 1.090E9
H2J4   920.8340292 0.013118900 1.090E9
H2J2   920.2432314 0.001683470 7.880E8
H2J4   919.7899865 0.002134750 7.730E8
H2J3   919.5444408 0.005817840 1.090E9
H2J2   919.4181565 0.004167680 7.880E8
H2J4   919.0502134 0.007910870 1.090E9
H2J3   918.4309174 0.013063200 1.090E9
H2J1   918.4133051 0.001609770 7.880E8
H2J4   918.1517059 0.000045274 7.730E8
H2J1   917.9218851 0.004429580 7.880E8
H2J2   917.3697794 0.004700520 1.090E9
H2J0   917.2519835 0.006175550 7.880E8
H2J3   916.8771801 0.006934330 1.090E9
H2J2   916.6169425 0.013036800 1.090E9
H2J3   916.3829263 0.001824590 7.730E8
H2J2   915.4297860 0.006777630 1.090E9
H2J1   915.4010682 0.013014800 1.090E9
H2J3   915.2122563 0.001348940 7.730E8
H2J1   914.6073718 0.007225370 1.090E9
H2J0   914.3971558 0.008464840 1.090E9
H2J2   913.7701432 0.001614060 7.730E8
H2J2   912.9510737 0.002015270 7.730E8
H2J1   911.9671956 0.001316270 7.730E8
H2J1   911.4794991 0.002484820 7.730E8
H2J0   910.8207315 0.003865490 7.730E8
HDJ0  1105.86  0.000744 1.000E9
HDJ0  1066.271 0.01138  1.000E9
HDJ0  1054.288 0.01608  1.000E9
HDJ0  1042.847 0.02005  1.000E9
HDJ0  1031.912 0.02283  1.000E9
HDJ0  1021.456 0.02424  1.000E9
HDJ0  1011.457 0.02439  1.000E9
HDJ0  1001.892 0.02353  1.000E9
HDJ0   992.732 0.02197  1.000E9
HDJ0   984.013 0.01996  1.000E9
HDJ0   975.57587 0.01775  1.000E9
HDJ0   967.52558 0.01552  1.000E9
HDJ0   959.81919 0.01338  1.000E9
HDJ0   952.445 0.01140  1.000E9
HDJ0  1007.283 0.03458  1.000E9
HDJ0   987.276 0.06138  1.000E9
HDJ0   952.208 0.06626  1.000E9
HDJ1  1066.709 0.00759  1.000E9
HDJ1  1054.722 0.0107  1.000E9
HDJ1  1043.288 0.0134  1.000E9
HDJ1  1032.36  0.0152  1.000E9
HDJ1  1021.916 0.0162  1.000E9
HDJ2  1045.759 0.0080  1.000E9
HDJ2  1023.064 0.0145  1.000E9
COJ0  1544.448 0.01579  1.000E9
COJ0  1509.748 0.0351 1.000E9
COJ0  1477.565 0.0402 1.000E9
COJ0  1447.352 0.0347 1.000E9
COJ0  1419.044 0.0242 1.000E9
COJ0  1392.525 0.0145 1.000E9
COJ0  1367.623 0.00805 1.000E9
COJ0  1344.186 0.00414 1.000E9
COJ0  1322.150 0.00202 1.000E9
COJ1  1544.540 0.007896  1.000E9
COJ1  1544.388 0.007880  1.000E9
COJ1  1509.835 0.01457  1.000E9
COJ1  1509.695 0.01479  1.000E9
COJ1  1477.648 0.02007  1.000E9
COJ1  1477.513 0.02007  1.000E9
COJ1  1447.433 0.01730  1.000E9
COJ1  1447.304 0.01730  1.000E9
COJ1  1419.121 0.01162  1.000E9
COJ1  1419.001 0.01171  1.000E9
COJ1  1392.600 0.007248 1.000E9
COJ1  1392.484 0.007249 1.000E9
COJ2  1544.724 0.001578  1.000E9
COJ2  1544.571 0.007886  1.000E9
COJ2  1544.345 0.006284  1.000E9
COJ2  1510.011 0.002913 1.000E9
COJ2  1509.871 0.01479  1.000E9
COJ2  1509.661 0.01207  1.000E9
COJ2  1477.817 0.004013 1.000E9
COJ2  1477.680 0.02006  1.000E9
COJ2  1477.477 0.01606  1.000E9
COJ2  1447.594 0.003459  1.000E9
COJ2  1447.465 0.01730  1.000E9
COJ2  1447.273 0.01384  1.000E9
